Feature ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem	NCBI GI	locus
fig|6666666.363677.peg.2104	CDS	CP002976.1	2123334	2122720	-3	-	615	Phage integrase	- none -	 	 
fig|6666666.363677.peg.2105	CDS	CP002976.1	2124103	2123648	-1	-	456	Transcriptional regulator, AsnC family	- none -	 	 
fig|6666666.363677.peg.2106	CDS	CP002976.1	2124233	2125288	2	+	1056	Branched-chain amino acid dehydrogenase [deaminating] (EC 1.4.1.9)(EC 1.4.1.23)	- none -	 	 
fig|6666666.363677.peg.2107	CDS	CP002976.1	2125486	2125334	-1	-	153	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2108	CDS	CP002976.1	2125535	2125807	2	+	273	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2109	CDS	CP002976.1	2127035	2125998	-2	-	1038	Ferrichrome-binding protein	- none -	 	 
fig|6666666.363677.peg.2110	CDS	CP002976.1	2127119	2127541	2	+	423	Transcriptional regulator, MarR family	- none -	 	 
fig|6666666.363677.peg.2111	CDS	CP002976.1	2127608	2128015	2	+	408	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2112	CDS	CP002976.1	2130649	2128235	-1	-	2415	ATP-dependent protease La (EC 3.4.21.53) Type I	Proteolysis in bacteria, ATP-dependent	 	 
fig|6666666.363677.peg.2113	CDS	CP002976.1	2130660	2130839	3	+	180	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2114	CDS	CP002976.1	2131094	2130942	-2	-	153	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2115	CDS	CP002976.1	2131831	2131370	-1	-	462	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2116	CDS	CP002976.1	2132514	2131819	-3	-	696	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2117	CDS	CP002976.1	2133974	2132592	-2	-	1383	Queuine tRNA-ribosyltransferase (EC 2.4.2.29)	- none -	 	 
fig|6666666.363677.peg.2118	CDS	CP002976.1	2134070	2134963	2	+	894	Protein QmcA (possibly involved in integral membrane quality control)	- none -	 	 
fig|6666666.363677.peg.2119	CDS	CP002976.1	2134960	2135238	1	+	279	Putative activity regulator of membrane protease YbbK	- none -	 	 
fig|6666666.363677.peg.2120	CDS	CP002976.1	2136002	2135328	-2	-	675	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2121	CDS	CP002976.1	2137210	2135999	-1	-	1212	Metal chaperone, involved in Zn homeostasis	- none -	 	 
fig|6666666.363677.peg.2122	CDS	CP002976.1	2137447	2137809	1	+	363	PaaD-like protein (DUF59) involved in Fe-S cluster assembly	Iron-sulfur cluster assembly	 	 
fig|6666666.363677.peg.2123	CDS	CP002976.1	2138152	2139411	1	+	1260	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)	CBSS-176299.4.peg.1996A; <br>Glycerol and Glycerol-3-phosphate Uptake and Utilization	 	 
fig|6666666.363677.peg.2124	CDS	CP002976.1	2139480	2139839	3	+	360	Iron-sulfur cluster assembly iron binding protein SufA	- none -	 	 
fig|6666666.363677.peg.2125	CDS	CP002976.1	2140078	2139962	-1	-	117	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2126	CDS	CP002976.1	2140103	2140855	2	+	753	Triosephosphate isomerase (EC 5.3.1.1)	Glycolysis and Gluconeogenesis	 	 
fig|6666666.363677.peg.2127	CDS	CP002976.1	2142459	2141056	-3	-	1404	TRAP-type C4-dicarboxylate transport system, large permease component	TRAP Transporter collection	 	 
fig|6666666.363677.peg.2128	CDS	CP002976.1	2143136	2142459	-2	-	678	TRAP-type transport system, small permease component, predicted N-acetylneuraminate transporter	- none -	 	 
fig|6666666.363677.peg.2129	CDS	CP002976.1	2144246	2143245	-2	-	1002	TRAP-type C4-dicarboxylate transport system, periplasmic component	TRAP Transporter collection	 	 
fig|6666666.363677.peg.2130	CDS	CP002976.1	2146166	2144931	-2	-	1236	Two component, Sigma-54 Specific, central transcriptional regulator of acidic amino acid uptake	- none -	 	 
fig|6666666.363677.peg.2131	CDS	CP002976.1	2148040	2146163	-1	-	1878	C4-dicarboxylate transport sensor protein (EC 2.7.3.-)	- none -	 	 
fig|6666666.363677.peg.2132	CDS	CP002976.1	2148024	2149199	3	+	1176	Cytochrome P-450 hydroxylase	- none -	 	 
fig|6666666.363677.peg.2133	CDS	CP002976.1	2150479	2149274	-1	-	1206	Sugar efflux transpoter	- none -	 	 
fig|6666666.363677.peg.2134	CDS	CP002976.1	2151163	2150684	-1	-	480	Transcriptional regulator, AsnC family	- none -	 	 
fig|6666666.363677.peg.2135	CDS	CP002976.1	2151310	2152143	1	+	834	Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	Heme and Siroheme Biosynthesis	 	 
fig|6666666.363677.peg.2136	CDS	CP002976.1	2152143	2152451	3	+	309	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2137	CDS	CP002976.1	2152444	2154108	1	+	1665	Sulfite reductase [NADPH] hemoprotein beta-component (EC 1.8.1.2)	- none -	 	 
fig|6666666.363677.peg.2138	CDS	CP002976.1	2154113	2154892	2	+	780	Phosphoadenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.8)	- none -	 	 
fig|6666666.363677.peg.2139	CDS	CP002976.1	2154896	2155294	2	+	399	Oxidoreductase probably involved in sulfite reduction	- none -	 	 
fig|6666666.363677.peg.2140	CDS	CP002976.1	2155431	2156306	3	+	876	Ferredoxin--NADP(+) reductase	- none -	 	 
fig|6666666.363677.peg.2141	CDS	CP002976.1	2156491	2157006	1	+	516	FIG00917966: hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2142	CDS	CP002976.1	2157209	2158501	2	+	1293	Uncharacterized MFS-type transporter	- none -	 	 
fig|6666666.363677.peg.2143	CDS	CP002976.1	2158574	2158705	2	+	132	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2144	CDS	CP002976.1	2158752	2159405	3	+	654	Metal-binding protein ZinT	- none -	 	 
fig|6666666.363677.peg.2145	CDS	CP002976.1	2160372	2159593	-3	-	780	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2146	CDS	CP002976.1	2160805	2160470	-1	-	336	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2147	CDS	CP002976.1	2160797	2161231	2	+	435	Translation initiation factor 3	Mycobacterium virulence operon involved in protein synthesis (LSU ribosomal proteins); <br>Translation initiation factors bacterial	 	 
fig|6666666.363677.peg.2148	CDS	CP002976.1	2161433	2162074	2	+	642	Methyl-accepting chemotaxis sensor/transducer protein	- none -	 	 
fig|6666666.363677.peg.2149	CDS	CP002976.1	2162931	2162143	-3	-	789	Aerobic carbon monoxide dehydrogenase (quinone), medium chain (EC 1.2.5.3)	- none -	 	 
fig|6666666.363677.peg.2150	CDS	CP002976.1	2165381	2163018	-2	-	2364	Aerobic carbon monoxide dehydrogenase (quinone), large chain (EC 1.2.5.3)	- none -	 	 
fig|6666666.363677.peg.2151	CDS	CP002976.1	2166056	2165571	-2	-	486	Aerobic carbon monoxide dehydrogenase (quinone), small chain (EC 1.2.5.3)	- none -	 	 
fig|6666666.363677.peg.2152	CDS	CP002976.1	2167179	2166175	-3	-	1005	Molybdopterin molybdenumtransferase (EC 2.10.1.1)	- none -	 	 
fig|6666666.363677.peg.2153	CDS	CP002976.1	2168198	2167176	-2	-	1023	Dehydrogenase molybdenum cofactor insertion protein, XdhC/CoxF family	- none -	 	 
fig|6666666.363677.peg.2154	CDS	CP002976.1	2168963	2168403	-2	-	561	PhbF	- none -	 	 
fig|6666666.363677.peg.2155	CDS	CP002976.1	2169679	2169236	-1	-	444	Granule-associated protein	- none -	 	 
fig|6666666.363677.peg.2156	CDS	CP002976.1	2169665	2169808	2	+	144	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2157	CDS	CP002976.1	2171641	2169812	-1	-	1830	Polyhydroxyalkanoic acid synthase	Polyhydroxybutyrate metabolism	 	 
fig|6666666.363677.peg.2158	CDS	CP002976.1	2171774	2171643	-2	-	132	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2159	CDS	CP002976.1	2171787	2173061	3	+	1275	Polyhydroxyalkanoate depolymerase, intracellular	- none -	 	 
fig|6666666.363677.peg.2160	CDS	CP002976.1	2173136	2173708	2	+	573	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2161	CDS	CP002976.1	2174619	2173729	-3	-	891	Hydrolase, alpha/beta fold family	- none -	 	 
fig|6666666.363677.peg.2162	CDS	CP002976.1	2175069	2174626	-3	-	444	Lactoylglutathione lyase and related lyases	- none -	 	 
fig|6666666.363677.peg.2163	CDS	CP002976.1	2176061	2175174	-2	-	888	2-hydroxymuconic semialdehyde hydrolase (EC 3.7.1.9)	Central meta-cleavage pathway of aromatic compound degradation	 	 
fig|6666666.363677.peg.2164	CDS	CP002976.1	2176239	2177201	3	+	963	putative membrane protein	- none -	 	 
fig|6666666.363677.peg.2165	CDS	CP002976.1	2177374	2179320	1	+	1947	Threonyl-tRNA synthetase (EC 6.1.1.3)	tRNA aminoacylation, Thr	 	 
fig|6666666.363677.peg.2166	CDS	CP002976.1	2179554	2179859	3	+	306	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2167	CDS	CP002976.1	2179928	2180776	2	+	849	Uncharacterized protein conserved in bacteria, NMA0228-like	- none -	 	 
fig|6666666.363677.peg.2168	CDS	CP002976.1	2180773	2181528	1	+	756	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2169	CDS	CP002976.1	2181532	2182068	1	+	537	FIG01022961: hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2170	CDS	CP002976.1	2182514	2182146	-2	-	369	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2171	CDS	CP002976.1	2182875	2182555	-3	-	321	FIG138056: a glutathione-dependent thiol reductase	A Glutathione-dependent Thiol Reductase Associated with a Step in Lysine Biosynthesis	 	 
fig|6666666.363677.peg.2172	CDS	CP002976.1	2183096	2183302	2	+	207	Cold shock protein of CSP family	- none -	 	 
fig|6666666.363677.peg.2173	CDS	CP002976.1	2184866	2183400	-2	-	1467	Aldehyde dehydrogenase (EC 1.2.1.3)	Methylglyoxal Metabolism; <br>Methylglyoxal Metabolism; <br>Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	 	 
fig|6666666.363677.peg.2174	CDS	CP002976.1	2185915	2184878	-1	-	1038	Alkanal monooxygenase alpha chain (EC 1.14.14.3)	- none -	 	 
fig|6666666.363677.peg.2175	CDS	CP002976.1	2186852	2185929	-2	-	924	NADH-FMN oxidoreductase	- none -	 	 
fig|6666666.363677.peg.2176	CDS	CP002976.1	2187657	2186839	-3	-	819	Beta-ketoadipate enol-lactone hydrolase (EC 3.1.1.24)	Catechol branch of beta-ketoadipate pathway; <br>Protocatechuate branch of beta-ketoadipate pathway	 	 
fig|6666666.363677.peg.2177	CDS	CP002976.1	2188231	2187629	-1	-	603	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2178	CDS	CP002976.1	2188334	2189044	2	+	711	Predicted regulator PutR for proline utilization, GntR family	Proline, 4-hydroxyproline uptake and utilization	 	 
fig|6666666.363677.peg.2179	CDS	CP002976.1	2189037	2189330	3	+	294	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2180	CDS	CP002976.1	2189344	2189766	1	+	423	4-carboxymuconolactone decarboxylase (EC 4.1.1.44)	Protocatechuate branch of beta-ketoadipate pathway	 	 
fig|6666666.363677.peg.2181	CDS	CP002976.1	2190090	2190884	3	+	795	Putative decarboxylase	- none -	 	 
fig|6666666.363677.peg.2182	CDS	CP002976.1	2190966	2192123	3	+	1158	Metallopeptidase, family M24	- none -	 	 
fig|6666666.363677.peg.2183	CDS	CP002976.1	2192672	2192196	-2	-	477	Dihydrofolate reductase (EC 1.5.1.3)	5-FCL-like protein; <br>Folate Biosynthesis	 	 
fig|6666666.363677.peg.2184	CDS	CP002976.1	2193518	2192685	-2	-	834	Thymidylate synthase (EC 2.1.1.45)	Folate Biosynthesis; <br>pyrimidine conversions	 	 
fig|6666666.363677.peg.2185	CDS	CP002976.1	2193819	2194757	3	+	939	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2186	CDS	CP002976.1	2194762	2196186	1	+	1425	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2187	CDS	CP002976.1	2196317	2196745	2	+	429	Lactoylglutathione lyase (EC 4.4.1.5)	Glutathione: Non-redox reactions; <br>Methylglyoxal Metabolism	 	 
fig|6666666.363677.peg.2188	CDS	CP002976.1	2197772	2197275	-2	-	498	Transcriptional regulator, MarR family	- none -	 	 
fig|6666666.363677.peg.2189	CDS	CP002976.1	2198106	2197846	-3	-	261	Succinate dehydrogenase flavin-adding protein, antitoxin of CptAB toxin-antitoxin	- none -	 	 
fig|6666666.363677.peg.2190	CDS	CP002976.1	2198498	2198103	-2	-	396	Putative DNA-binding protein	- none -	 	 
fig|6666666.363677.peg.2191	CDS	CP002976.1	2198608	2199810	1	+	1203	Aspartate aminotransferase (EC 2.6.1.1)	CBSS-216591.1.peg.168; <br>Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis; <br>Threonine and Homoserine Biosynthesis	 	 
fig|6666666.363677.peg.2192	CDS	CP002976.1	2199825	2200247	3	+	423	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2193	CDS	CP002976.1	2200496	2200377	-2	-	120	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2194	CDS	CP002976.1	2200498	2201364	1	+	867	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2195	CDS	CP002976.1	2202451	2201537	-1	-	915	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2196	CDS	CP002976.1	2202542	2203378	2	+	837	Alpha-ketoglutarate-dependent taurine dioxygenase (EC 1.14.11.17)	Alkanesulfonate assimilation	 	 
fig|6666666.363677.peg.2197	CDS	CP002976.1	2203399	2205030	1	+	1632	Arylsulfatase (EC 3.1.6.1)	Alkanesulfonate assimilation; <br>Galactosylceramide and Sulfatide metabolism	 	 
fig|6666666.363677.peg.2198	CDS	CP002976.1	2206600	2205206	-1	-	1395	MATE efflux family protein	- none -	 	 
fig|6666666.363677.peg.2199	CDS	CP002976.1	2206770	2207504	3	+	735	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2200	CDS	CP002976.1	2208152	2207544	-2	-	609	alkylhydroperoxidase AhpD family core domain protein	- none -	 	 
fig|6666666.363677.peg.2201	CDS	CP002976.1	2209674	2208256	-3	-	1419	putative aromatic-L-amino-acid decarboxylase	- none -	 	 
fig|6666666.363677.peg.2202	CDS	CP002976.1	2209907	2211865	2	+	1959	Topoisomerase IV subunit B (EC 5.99.1.-)	DNA topoisomerases, Type II, ATP-dependent; <br>Resistance to fluoroquinolones	 	 
fig|6666666.363677.peg.2203	CDS	CP002976.1	2211868	2212659	1	+	792	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2204	CDS	CP002976.1	2213375	2214127	2	+	753	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2205	CDS	CP002976.1	2214229	2216295	1	+	2067	Anaerobic dehydrogenases, typically selenocysteine-containing	Anaerobic respiratory reductases	 	 
fig|6666666.363677.peg.2206	CDS	CP002976.1	2216358	2217044	3	+	687	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2207	CDS	CP002976.1	2217768	2217055	-3	-	714	Lipoprotein-releasing system ATP-binding protein LolD	- none -	 	 
fig|6666666.363677.peg.2208	CDS	CP002976.1	2219053	2217761	-1	-	1293	Lipoprotein releasing system transmembrane protein LolC/LolE	- none -	 	 
fig|6666666.363677.peg.2209	CDS	CP002976.1	2220579	2219224	-3	-	1356	Prolyl-tRNA synthetase (EC 6.1.1.15), bacterial type	tRNA aminoacylation, Pro	 	 
fig|6666666.363677.peg.2210	CDS	CP002976.1	2220788	2221855	2	+	1068	Putative permease often clustered with de novo purine synthesis	- none -	 	 
fig|6666666.363677.peg.2211	CDS	CP002976.1	2221864	2222634	1	+	771	DnaA inactivator Hda (shorter homolog of DnaA)	- none -	 	 
fig|6666666.363677.peg.2212	CDS	CP002976.1	2222682	2224226	3	+	1545	Exopolyphosphatase (EC 3.6.1.11)	Phosphate metabolism; <br>Polyphosphate	 	 
fig|6666666.363677.peg.2213	CDS	CP002976.1	2224675	2224298	-1	-	378	ATPases of the AAA+ class	- none -	 	 
fig|6666666.363677.peg.2214	CDS	CP002976.1	2225870	2224875	-2	-	996	Endonuclease/exonuclease/phosphatase family protein	- none -	 	 
fig|6666666.363677.peg.2215	CDS	CP002976.1	2226549	2225851	-3	-	699	DnaJ-like protein DjlA	- none -	 	 
fig|6666666.363677.peg.2216	CDS	CP002976.1	2227083	2226559	-3	-	525	Acetyltransferase, GNAT family	- none -	 	 
fig|6666666.363677.peg.2217	CDS	CP002976.1	2227682	2227080	-2	-	603	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2218	CDS	CP002976.1	2230144	2228021	-1	-	2124	Methylmalonyl-CoA mutase (EC 5.4.99.2) / B12 binding domain of Methylmalonyl-CoA mutase (EC 5.4.99.2)	G3E family of P-loop GTPases (metallocenter biosynthesis); <br>G3E family of P-loop GTPases (metallocenter biosynthesis); <br>Propionyl-CoA to Succinyl-CoA Module; <br>Propionyl-CoA to Succinyl-CoA Module	 	 
fig|6666666.363677.peg.2219	CDS	CP002976.1	2231042	2230107	-2	-	936	FIG01072971: hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2220	CDS	CP002976.1	2231128	2231850	1	+	723	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2221	CDS	CP002976.1	2232466	2231939	-1	-	528	FIG01031044: hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2222	CDS	CP002976.1	2234563	2232473	-1	-	2091	Propionyl-CoA carboxylase biotin-containing subunit (EC 6.4.1.3)	Propionyl-CoA to Succinyl-CoA Module	 	 
fig|6666666.363677.peg.2223	CDS	CP002976.1	2234923	2234720	-1	-	204	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2224	CDS	CP002976.1	2234939	2235157	2	+	219	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2225	CDS	CP002976.1	2235832	2235476	-1	-	357	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2226	CDS	CP002976.1	2236042	2235902	-1	-	141	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2227	CDS	CP002976.1	2236709	2236326	-2	-	384	Acetolactate synthase	- none -	 	 
fig|6666666.363677.peg.2228	CDS	CP002976.1	2237032	2236841	-1	-	192	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2229	CDS	CP002976.1	2238658	2237126	-1	-	1533	Propionyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.3)	Propionyl-CoA to Succinyl-CoA Module	 	 
fig|6666666.363677.peg.2230	CDS	CP002976.1	2238876	2240105	3	+	1230	Secreted protease C precursor (EC 3.4.24.-)	- none -	 	 
fig|6666666.363677.peg.2231	CDS	CP002976.1	2240153	2241364	2	+	1212	Multidrug resistance transporter, Bcr/CflA family	Copper homeostasis	 	 
fig|6666666.363677.peg.2232	CDS	CP002976.1	2241496	2242884	1	+	1389	Propionyl-CoA carboxylase regulator	- none -	 	 
fig|6666666.363677.peg.2233	CDS	CP002976.1	2243174	2242986	-2	-	189	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2234	CDS	CP002976.1	2243751	2243512	-3	-	240	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2235	CDS	CP002976.1	2245587	2243932	-3	-	1656	Choline dehydrogenase (EC 1.1.99.1)	Choline and Betaine Uptake and Betaine Biosynthesis; <br>Choline uptake and conversion to betaine clusters	 	 
fig|6666666.363677.peg.2236	CDS	CP002976.1	2247255	2245798	-3	-	1458	Betaine aldehyde dehydrogenase (EC 1.2.1.8)	Choline and Betaine Uptake and Betaine Biosynthesis; <br>Choline uptake and conversion to betaine clusters	 	 
fig|6666666.363677.peg.2237	CDS	CP002976.1	2248832	2247324	-2	-	1509	Choline-sulfatase (EC 3.1.6.6)	Choline and Betaine Uptake and Betaine Biosynthesis	 	 
fig|6666666.363677.peg.2238	CDS	CP002976.1	2250222	2249014	-3	-	1209	Choline transporter BetT, short form	Choline uptake and conversion to betaine clusters	 	 
fig|6666666.363677.peg.2239	CDS	CP002976.1	2250383	2250958	2	+	576	Transcriptional regulator BetI, TetR family	- none -	 	 
fig|6666666.363677.peg.2240	CDS	CP002976.1	2252086	2250992	-1	-	1095	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2241	CDS	CP002976.1	2253013	2252153	-1	-	861	Membrane protein	- none -	 	 
fig|6666666.363677.peg.2242	CDS	CP002976.1	2253048	2253185	3	+	138	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2243	CDS	CP002976.1	2253817	2253212	-1	-	606	Arginine exporter protein ArgO	- none -	 	 
fig|6666666.363677.peg.2244	CDS	CP002976.1	2253932	2254816	2	+	885	Transcriptional regulator ArgP, LysR family	- none -	 	 
fig|6666666.363677.peg.2245	CDS	CP002976.1	2254837	2255757	1	+	921	Putative transmembrane protein	- none -	 	 
fig|6666666.363677.peg.2246	CDS	CP002976.1	2256231	2255761	-3	-	471	Acetyltransferase, GNAT family	- none -	 	 
fig|6666666.363677.peg.2247	CDS	CP002976.1	2257080	2256340	-3	-	741	Probable transcriptional regulatory protein YebC	- none -	 	 
fig|6666666.363677.peg.2248	CDS	CP002976.1	2257271	2259046	2	+	1776	Transporter, sodium/sulfate symporter family	- none -	 	 
fig|6666666.363677.peg.2249	CDS	CP002976.1	2259159	2260829	3	+	1671	Fumarate/succinate/L-aspartate dehydrogenases	- none -	 	 
fig|6666666.363677.peg.2250	CDS	CP002976.1	2262649	2260871	-1	-	1779	Sulfate permease, Trk-type	- none -	 	 
fig|6666666.363677.peg.2251	CDS	CP002976.1	2263740	2262928	-3	-	813	Uncharacterized protein YmdB	- none -	 	 
fig|6666666.363677.peg.2252	CDS	CP002976.1	2264420	2263857	-2	-	564	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	5-FCL-like protein; <br>Folate Biosynthesis; <br>One-carbon metabolism by tetrahydropterines	 	 
fig|6666666.363677.peg.2253	CDS	CP002976.1	2265869	2264481	-2	-	1389	Mg/Co/Ni transporter MgtE, CBS domain-containing	- none -	 	 
fig|6666666.363677.peg.2254	CDS	CP002976.1	2266006	2267292	1	+	1287	Guanine deaminase (EC 3.5.4.3)	Purine Utilization; <br>Purine conversions	 	 
fig|6666666.363677.peg.2255	CDS	CP002976.1	2268763	2267423	-1	-	1341	Guanine deaminase (EC 3.5.4.3); Hydroxydechloroatrazine ethylaminohydrolase (EC 3.5.99.3)	Purine Utilization; <br>Purine conversions	 	 
fig|6666666.363677.peg.2256	CDS	CP002976.1	2269670	2268876	-2	-	795	Histidinol-phosphatase [alternative form] (EC 3.1.3.15)	Histidine Biosynthesis	 	 
fig|6666666.363677.peg.2257	CDS	CP002976.1	2270107	2269736	-1	-	372	Putative DNA-binding protein	- none -	 	 
fig|6666666.363677.peg.2258	CDS	CP002976.1	2270474	2271445	2	+	972	Oxidoreductase, zinc-binding dehydrogenase family	- none -	 	 
fig|6666666.363677.peg.2259	CDS	CP002976.1	2272433	2271537	-2	-	897	Transcriptional regulator, LysR family	- none -	 	 
fig|6666666.363677.peg.2260	CDS	CP002976.1	2272558	2272773	1	+	216	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2261	CDS	CP002976.1	2273061	2273432	3	+	372	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2262	CDS	CP002976.1	2273783	2274559	2	+	777	FIG005935: membrane protein	- none -	 	 
fig|6666666.363677.peg.2263	CDS	CP002976.1	2274685	2275158	1	+	474	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2264	CDS	CP002976.1	2275523	2275389	-2	-	135	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2265	CDS	CP002976.1	2275766	2275599	-2	-	168	LSU ribosomal protein L33p @ LSU ribosomal protein L33p, zinc-independent	Ribosome LSU bacterial; <br>Ribosome LSU bacterial	 	 
fig|6666666.363677.peg.2266	CDS	CP002976.1	2277166	2276453	-1	-	714	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	Murein Hydrolases; <br>Recycling of Peptidoglycan Amino Acids	 	 
fig|6666666.363677.peg.2267	CDS	CP002976.1	2277955	2277182	-1	-	774	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2268	CDS	CP002976.1	2279482	2277995	-1	-	1488	Aspartyl-tRNA(Asn) amidotransferase subunit A (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit A (EC 6.3.5.7)	tRNA aminoacylation, Asp and Asn; <br>tRNA aminoacylation, Glu and Gln	 	 
fig|6666666.363677.peg.2269	CDS	CP002976.1	2279773	2279486	-1	-	288	Aspartyl-tRNA(Asn) amidotransferase subunit C (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit C (EC 6.3.5.7)	tRNA aminoacylation, Asp and Asn; <br>tRNA aminoacylation, Glu and Gln	 	 
fig|6666666.363677.peg.2270	CDS	CP002976.1	2279789	2279971	2	+	183	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2271	CDS	CP002976.1	2279968	2280660	1	+	693	MBL-fold metallo-hydrolase superfamily	- none -	 	 
fig|6666666.363677.peg.2272	CDS	CP002976.1	2281437	2280814	-3	-	624	DNA-3-methyladenine glycosylase (EC 3.2.2.20)	- none -	 	 
fig|6666666.363677.peg.2273	CDS	CP002976.1	2281973	2281512	-2	-	462	tRNA-specific adenosine-34 deaminase (EC 3.5.4.33)	- none -	 	 
fig|6666666.363677.peg.2274	CDS	CP002976.1	2282018	2283361	2	+	1344	Ribosomal large subunit pseudouridine synthase B (EC 5.4.99.22)	- none -	 	 
fig|6666666.363677.peg.2275	CDS	CP002976.1	2283552	2284469	3	+	918	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2276	CDS	CP002976.1	2284492	2285688	1	+	1197	Tellurite resistance protein	- none -	 	 
fig|6666666.363677.peg.2277	CDS	CP002976.1	2285685	2286659	3	+	975	Tellurite resistance protein (telA)	- none -	 	 
fig|6666666.363677.peg.2278	CDS	CP002976.1	2286715	2287893	1	+	1179	Putative virion core protein (lumpy skin disease virus)	- none -	 	 
fig|6666666.363677.peg.2279	CDS	CP002976.1	2287980	2288507	3	+	528	FIG01024243: hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2280	CDS	CP002976.1	2288517	2289668	3	+	1152	Primosomal protein N&#39; (replication factor Y) - superfamily II helicase	- none -	 	 
fig|6666666.363677.peg.2281	CDS	CP002976.1	2289724	2290395	1	+	672	Nitroreductase family protein	- none -	 	 
fig|6666666.363677.peg.2282	CDS	CP002976.1	2290424	2290870	2	+	447	D-aminoacyl-tRNA deacylase (EC 3.1.1.96)	- none -	 	 
fig|6666666.363677.peg.2283	CDS	CP002976.1	2291327	2292913	2	+	1587	ABC transporter, substrate-binding protein (cluster 5, nickel/peptides/opines)	- none -	 	 
fig|6666666.363677.peg.2284	CDS	CP002976.1	2292928	2293884	1	+	957	ABC transporter, permease protein 1 (cluster 5, nickel/peptides/opines)	- none -	 	 
fig|6666666.363677.peg.2285	CDS	CP002976.1	2293881	2294696	3	+	816	Dipeptide transport system permease protein DppC (TC 3.A.1.5.2)	ABC transporter dipeptide (TC 3.A.1.5.2)	 	 
fig|6666666.363677.peg.2286	CDS	CP002976.1	2294693	2296330	2	+	1638	Alpha-glucoside transport ATP-binding protein AglK	Periplasmic-Binding-Protein-Dependent Transport System for &#945;-Glucosides	 	 
fig|6666666.363677.peg.2287	CDS	CP002976.1	2296456	2297292	1	+	837	Mll5120 protein	- none -	 	 
